;ID;FECHA_UTC;HORA_UTC;LATITUD;LONGITUD;PROFUNDIDAD;MAGNITUD;FECHA_CORTE;geometry;UBICACION;MAGNITUD_CAT;PROFUNDIDAD_CAT;LUGAR
21806;21806;2020;80316;-5.1133;-81.0119;39;3.9;20223006;POINT (-81.0119 -5.1133);-5.1133,-81.0119;Leve;Superficial;Piura
21807;21807;2020;174448;-15.6983;-72.0032;15;3.5;20223006;POINT (-72.0032 -15.6983);-15.6983,-72.0032;Leve;Superficial;Arequipa
21808;21808;2020;103703;-5.1916;-79.2652;18;4.8;20223006;POINT (-79.2652 -5.1916);-5.1916,-79.2652;Moderado;Superficial;Cajamarca
21810;21810;2020;125719;-11.2016;-73.3856;15;4.3;20223006;POINT (-73.3856 -11.2016);-11.2016,-73.3856;Moderado;Superficial;Ucayali
21811;21811;2020;13841;-15.7246;-72.0864;11;3.9;20223006;POINT (-72.0864 -15.7246);-15.7246,-72.0864;Leve;Superficial;Arequipa
21812;21812;2020;123158;-14.5204;-75.7069;59;4.2;20223006;POINT (-75.7069 -14.5204);-14.5204,-75.7069;Moderado;Superficial;Ica
21813;21813;2020;24232;-9.0361;-74.9526;17;3.9;20223006;POINT (-74.9526 -9.0361);-9.0361,-74.9526;Leve;Superficial;Huanuco
21817;21817;2020;51556;-14.9718;-72.5819;119;4.3;20223006;POINT (-72.5819 -14.9718);-14.9718,-72.5819;Moderado;Intermedia;Arequipa
21818;21818;2020;154254;-7.5276;-74.6114;126;4.0;20223006;POINT (-74.6114 -7.5276);-7.5276,-74.6114;Moderado;Intermedia;Ucayali
21819;21819;2020;105044;-10.6974;-73.7287;24;3.9;20223006;POINT (-73.7287 -10.6974);-10.6974,-73.7287;Leve;Superficial;Ucayali
21823;21823;2020;60902;-16.4618;-71.8491;20;3.8;20223006;POINT (-71.8491 -16.4618);-16.4618,-71.8491;Leve;Superficial;Arequipa
21825;21825;2020;134502;-17.2929;-69.9366;15;3.8;20223006;POINT (-69.9366 -17.2929);-17.2929,-69.9366;Leve;Superficial;Tacna
21826;21826;2020;35818;-10.0799;-74.8566;27;4.2;20223006;POINT (-74.8566 -10.0799);-10.0799,-74.8566;Moderado;Superficial;Pasco
21827;21827;2020;230457;-14.9483;-75.3455;45;4.0;20223006;POINT (-75.3455 -14.9483);-14.9483,-75.3455;Moderado;Superficial;Ica
21830;21830;2020;44324;-15.7182;-71.7488;15;3.6;20223006;POINT (-71.7488 -15.7182);-15.7182,-71.7488;Leve;Superficial;Arequipa
21831;21831;2020;72034;-11.8995;-77.0818;78;4.1;20223006;POINT (-77.0818 -11.8995);-11.8995,-77.0818;Moderado;Intermedia;Lima
21834;21834;2020;63827;-14.4596;-72.9514;11;3.3;20223006;POINT (-72.9514 -14.4596);-14.4596,-72.9514;Leve;Superficial;Apurimac
21836;21836;2020;141424;-15.7204;-71.8984;8;3.4;20223006;POINT (-71.8984 -15.7204);-15.7204,-71.8984;Leve;Superficial;Arequipa
21838;21838;2020;142351;-9.318;-76.1503;20;4.0;20223006;POINT (-76.1503 -9.318);-9.318,-76.1503;Moderado;Superficial;Huanuco
21840;21840;2020;174845;-16.7226;-71.7838;93;5.5;20223006;POINT (-71.7838 -16.7226);-16.7226,-71.7838;Moderado;Intermedia;Arequipa
21841;21841;2020;182824;-16.717;-71.8115;88;3.9;20223006;POINT (-71.8115 -16.717);-16.717,-71.8115;Leve;Intermedia;Arequipa
21842;21842;2020;13515;-16.5911;-70.3692;178;4.2;20223006;POINT (-70.3692 -16.5911);-16.5911,-70.3692;Moderado;Intermedia;Moquegua
21843;21843;2020;72459;-15.7336;-71.9638;7;3.5;20223006;POINT (-71.9638 -15.7336);-15.7336,-71.9638;Leve;Superficial;Arequipa
21844;21844;2020;142958;-15.7449;-71.9659;10;3.6;20223006;POINT (-71.9659 -15.7449);-15.7449,-71.9659;Leve;Superficial;Arequipa
21845;21845;2020;215455;-15.9297;-72.8061;115;4.1;20223006;POINT (-72.8061 -15.9297);-15.9297,-72.8061;Moderado;Intermedia;Arequipa
21846;21846;2020;130343;-13.4643;-71.882;7;3.4;20223006;POINT (-71.882 -13.4643);-13.4643,-71.882;Leve;Superficial;Cusco
21847;21847;2020;220838;-15.7145;-72.0127;12;3.5;20223006;POINT (-72.0127 -15.7145);-15.7145,-72.0127;Leve;Superficial;Arequipa
21848;21848;2020;22239;-10.227;-75.5954;14;3.9;20223006;POINT (-75.5954 -10.227);-10.227,-75.5954;Leve;Superficial;Pasco
21851;21851;2020;163018;-3.6381;-77.8651;28;4.5;20223006;POINT (-77.8651 -3.6381);-3.6381,-77.8651;Moderado;Superficial;Amazonas
21852;21852;2020;104614;-3.5681;-77.5214;147;4.0;20223006;POINT (-77.5214 -3.5681);-3.5681,-77.5214;Moderado;Intermedia;Loreto
21854;21854;2020;232122;-16.9536;-71.1297;14;3.6;20223006;POINT (-71.1297 -16.9536);-16.9536,-71.1297;Leve;Superficial;Moquegua
21856;21856;2020;120114;-3.5701;-80.2156;59;4.2;20223006;POINT (-80.2156 -3.5701);-3.5701,-80.2156;Moderado;Superficial;Tumbes
21857;21857;2020;32007;-12.482;-76.5698;69;3.7;20223006;POINT (-76.5698 -12.482);-12.482,-76.5698;Leve;Intermedia;Lima
21858;21858;2020;81534;-16.7179;-71.4853;17;3.5;20223006;POINT (-71.4853 -16.7179);-16.7179,-71.4853;Leve;Superficial;Arequipa
21859;21859;2020;81350;-11.3742;-76.0006;128;4.1;20223006;POINT (-76.0006 -11.3742);-11.3742,-76.0006;Moderado;Intermedia;Junin
21862;21862;2020;235213;-17.4713;-71.2867;44;4.5;20223006;POINT (-71.2867 -17.4713);-17.4713,-71.2867;Moderado;Superficial;Moquegua
21863;21863;2020;111040;-16.5453;-71.821;23;3.7;20223006;POINT (-71.821 -16.5453);-16.5453,-71.821;Leve;Superficial;Arequipa
21864;21864;2020;71919;-15.7048;-71.7497;10;3.4;20223006;POINT (-71.7497 -15.7048);-15.7048,-71.7497;Leve;Superficial;Arequipa
21865;21865;2020;233244;-11.3444;-73.3573;26;4.9;20223006;POINT (-73.3573 -11.3444);-11.3444,-73.3573;Moderado;Superficial;Cusco
21868;21868;2020;211230;-11.6639;-76.3317;8;3.6;20223006;POINT (-76.3317 -11.6639);-11.6639,-76.3317;Leve;Superficial;Lima
21871;21871;2020;34933;-5.6122;-77.2993;133;4.0;20223006;POINT (-77.2993 -5.6122);-5.6122,-77.2993;Moderado;Intermedia;San Martin
21872;21872;2020;81301;-5.1335;-80.7949;44;4.2;20223006;POINT (-80.7949 -5.1335);-5.1335,-80.7949;Moderado;Superficial;Piura
21873;21873;2020;202240;-11.3012;-75.6121;12;3.7;20223006;POINT (-75.6121 -11.3012);-11.3012,-75.6121;Leve;Superficial;Junin
21876;21876;2020;34031;-15.7166;-71.8202;13;3.5;20223006;POINT (-71.8202 -15.7166);-15.7166,-71.8202;Leve;Superficial;Arequipa
21877;21877;2020;112039;-15.0872;-74.5657;94;4.0;20223006;POINT (-74.5657 -15.0872);-15.0872,-74.5657;Moderado;Intermedia;Ayacucho
21878;21878;2021;30938;-15.6684;-73.8533;90;4.3;20223006;POINT (-73.8533 -15.6684);-15.6684,-73.8533;Moderado;Intermedia;Arequipa
21883;21883;2021;145131;-17.5621;-70.04;11;3.5;20223006;POINT (-70.04 -17.5621);-17.5621,-70.04;Leve;Superficial;Tacna
21886;21886;2021;230004;-15.7106;-72.0329;7;3.4;20223006;POINT (-72.0329 -15.7106);-15.7106,-72.0329;Leve;Superficial;Arequipa
21887;21887;2021;235300;-4.721;-75.9001;146;4.4;20223006;POINT (-75.9001 -4.721);-4.721,-75.9001;Moderado;Intermedia;Loreto
21888;21888;2021;82507;-6.3476;-78.7238;17;3.9;20223006;POINT (-78.7238 -6.3476);-6.3476,-78.7238;Leve;Superficial;Cajamarca
21889;21889;2021;225506;-16.4913;-71.9079;12;3.6;20223006;POINT (-71.9079 -16.4913);-16.4913,-71.9079;Leve;Superficial;Arequipa
21890;21890;2021;64059;-17.2285;-71.3018;36;3.5;20223006;POINT (-71.3018 -17.2285);-17.2285,-71.3018;Leve;Superficial;Moquegua
21892;21892;2021;60550;-3.6921;-74.8913;152;4.7;20223006;POINT (-74.8913 -3.6921);-3.6921,-74.8913;Moderado;Intermedia;Loreto
21893;21893;2021;82220;-14.6113;-75.6962;52;4.2;20223006;POINT (-75.6962 -14.6113);-14.6113,-75.6962;Moderado;Superficial;Ica
21896;21896;2021;54750;-10.2711;-75.5307;16;4.0;20223006;POINT (-75.5307 -10.2711);-10.2711,-75.5307;Moderado;Superficial;Pasco
21902;21902;2021;60931;-13.5512;-74.8169;106;4.0;20223006;POINT (-74.8169 -13.5512);-13.5512,-74.8169;Moderado;Intermedia;Huancavelica
21907;21907;2021;85135;-15.8334;-74.3299;52;4.0;20223006;POINT (-74.3299 -15.8334);-15.8334,-74.3299;Moderado;Superficial;Arequipa
21908;21908;2021;2648;-11.4012;-75.9082;21;3.7;20223006;POINT (-75.9082 -11.4012);-11.4012,-75.9082;Leve;Superficial;Junin
21909;21909;2021;65844;-9.7114;-75.4651;131;4.1;20223006;POINT (-75.4651 -9.7114);-9.7114,-75.4651;Moderado;Intermedia;Huanuco
21918;21918;2021;112355;-13.9943;-76.044;55;4.2;20223006;POINT (-76.044 -13.9943);-13.9943,-76.044;Moderado;Superficial;Ica
21920;21920;2021;14604;-15.0594;-71.168;18;3.8;20223006;POINT (-71.168 -15.0594);-15.0594,-71.168;Leve;Superficial;Cusco
21922;21922;2021;45802;-13.4867;-74.9395;109;4.3;20223006;POINT (-74.9395 -13.4867);-13.4867,-74.9395;Moderado;Intermedia;Huancavelica
21923;21923;2021;105659;-14.9788;-72.0532;132;4.4;20223006;POINT (-72.0532 -14.9788);-14.9788,-72.0532;Moderado;Intermedia;Arequipa
21924;21924;2021;154603;-8.3283;-74.3484;157;4.4;20223006;POINT (-74.3484 -8.3283);-8.3283,-74.3484;Moderado;Intermedia;Ucayali
21926;21926;2021;83544;-4.9971;-78.5156;24;3.9;20223006;POINT (-78.5156 -4.9971);-4.9971,-78.5156;Leve;Superficial;Amazonas
21929;21929;2021;43946;-16.7717;-71.5498;23;3.7;20223006;POINT (-71.5498 -16.7717);-16.7717,-71.5498;Leve;Superficial;Arequipa
21930;21930;2021;131212;-5.8992;-77.0798;139;4.7;20223006;POINT (-77.0798 -5.8992);-5.8992,-77.0798;Moderado;Intermedia;San Martin
21931;21931;2021;143608;-7.5351;-76.5483;135;4.1;20223006;POINT (-76.5483 -7.5351);-7.5351,-76.5483;Moderado;Intermedia;San Martin
21932;21932;2021;152017;-17.321;-70.99;106;4.0;20223006;POINT (-70.99 -17.321);-17.321,-70.99;Moderado;Intermedia;Moquegua
21934;21934;2021;90157;-14.8671;-71.9162;139;4.2;20223006;POINT (-71.9162 -14.8671);-14.8671,-71.9162;Moderado;Intermedia;Arequipa
21938;21938;2021;114151;-2.9858;-77.533;90;4.7;20223006;POINT (-77.533 -2.9858);-2.9858,-77.533;Moderado;Intermedia;Loreto
21939;21939;2021;172022;-15.6356;-71.7877;14;3.3;20223006;POINT (-71.7877 -15.6356);-15.6356,-71.7877;Leve;Superficial;Arequipa
21940;21940;2021;64631;-10.6204;-75.2033;15;4.0;20223006;POINT (-75.2033 -10.6204);-10.6204,-75.2033;Moderado;Superficial;Pasco
21941;21941;2021;100811;-10.2473;-74.9909;121;4.3;20223006;POINT (-74.9909 -10.2473);-10.2473,-74.9909;Moderado;Intermedia;Pasco
21943;21943;2021;12307;-6.1151;-75.471;45;4.5;20223006;POINT (-75.471 -6.1151);-6.1151,-75.471;Moderado;Superficial;Loreto
21944;21944;2021;125051;-15.7083;-71.7902;8;3.6;20223006;POINT (-71.7902 -15.7083);-15.7083,-71.7902;Leve;Superficial;Arequipa
21945;21945;2021;211101;-16.4588;-71.9266;111;4.9;20223006;POINT (-71.9266 -16.4588);-16.4588,-71.9266;Moderado;Intermedia;Arequipa
21946;21946;2021;14057;-5.4435;-77.4638;36;5.1;20223006;POINT (-77.4638 -5.4435);-5.4435,-77.4638;Moderado;Superficial;Loreto
21948;21948;2021;31033;-15.4398;-71.6607;160;4.2;20223006;POINT (-71.6607 -15.4398);-15.4398,-71.6607;Moderado;Intermedia;Arequipa
21951;21951;2021;153411;-15.1712;-72.3753;131;4.0;20223006;POINT (-72.3753 -15.1712);-15.1712,-72.3753;Moderado;Intermedia;Arequipa
21953;21953;2021;44157;-17.4485;-69.9045;7;3.6;20223006;POINT (-69.9045 -17.4485);-17.4485,-69.9045;Leve;Superficial;Tacna
21954;21954;2021;51831;-4.1493;-80.4579;75;5.4;20223006;POINT (-80.4579 -4.1493);-4.1493,-80.4579;Moderado;Intermedia;Piura
21955;21955;2021;54823;-17.4798;-69.9166;9;3.6;20223006;POINT (-69.9166 -17.4798);-17.4798,-69.9166;Leve;Superficial;Tacna
21956;21956;2021;91741;-3.4755;-76.8544;110;4.4;20223006;POINT (-76.8544 -3.4755);-3.4755,-76.8544;Moderado;Intermedia;Loreto
21958;21958;2021;121248;-8.5731;-74.4152;164;4.4;20223006;POINT (-74.4152 -8.5731);-8.5731,-74.4152;Moderado;Intermedia;Ucayali
21959;21959;2021;134416;-17.4507;-69.8764;11;3.7;20223006;POINT (-69.8764 -17.4507);-17.4507,-69.8764;Leve;Superficial;Tacna
21960;21960;2021;173114;-14.986;-73.1191;104;3.9;20223006;POINT (-73.1191 -14.986);-14.986,-73.1191;Leve;Intermedia;Ayacucho
21961;21961;2021;204854;-4.0057;-77.4557;104;4.6;20223006;POINT (-77.4557 -4.0057);-4.0057,-77.4557;Moderado;Intermedia;Loreto
21962;21962;2021;170441;-16.3292;-72.8996;74;4.0;20223006;POINT (-72.8996 -16.3292);-16.3292,-72.8996;Moderado;Intermedia;Arequipa
21963;21963;2021;171639;-17.4306;-69.8842;14;3.6;20223006;POINT (-69.8842 -17.4306);-17.4306,-69.8842;Leve;Superficial;Tacna
21964;21964;2021;10834;-16.8107;-71.3762;14;3.5;20223006;POINT (-71.3762 -16.8107);-16.8107,-71.3762;Leve;Superficial;Moquegua
21966;21966;2021;151551;-9.0077;-77.953;14;3.8;20223006;POINT (-77.953 -9.0077);-9.0077,-77.953;Leve;Superficial;Ancash
21967;21967;2021;194946;-9.1755;-74.8175;27;5.0;20223006;POINT (-74.8175 -9.1755);-9.1755,-74.8175;Moderado;Superficial;Huanuco
21968;21968;2021;180934;-9.1833;-74.887;29;4.5;20223006;POINT (-74.887 -9.1833);-9.1833,-74.887;Moderado;Superficial;Huanuco
21969;21969;2021;235203;-9.2505;-74.9101;19;4.0;20223006;POINT (-74.9101 -9.2505);-9.2505,-74.9101;Moderado;Superficial;Huanuco
21970;21970;2021;124147;-17.1134;-71.6705;53;4.0;20223006;POINT (-71.6705 -17.1134);-17.1134,-71.6705;Moderado;Superficial;Arequipa
21972;21972;2021;190828;-9.6294;-74.8746;130;4.4;20223006;POINT (-74.8746 -9.6294);-9.6294,-74.8746;Moderado;Intermedia;Huanuco
21973;21973;2021;193155;-9.2381;-74.8899;19;4.4;20223006;POINT (-74.8899 -9.2381);-9.2381,-74.8899;Moderado;Superficial;Huanuco
21976;21976;2021;162833;-11.9773;-76.1177;124;4.0;20223006;POINT (-76.1177 -11.9773);-11.9773,-76.1177;Moderado;Intermedia;Lima
21977;21977;2021;35713;-15.6351;-71.9646;14;3.4;20223006;POINT (-71.9646 -15.6351);-15.6351,-71.9646;Leve;Superficial;Arequipa
21978;21978;2021;80948;-3.5362;-77.1682;101;4.2;20223006;POINT (-77.1682 -3.5362);-3.5362,-77.1682;Moderado;Intermedia;Loreto
21979;21979;2021;1305;-9.3727;-77.6993;17;3.7;20223006;POINT (-77.6993 -9.3727);-9.3727,-77.6993;Leve;Superficial;Ancash
21983;21983;2021;144436;-12.2945;-75.2126;13;3.7;20223006;POINT (-75.2126 -12.2945);-12.2945,-75.2126;Leve;Superficial;Junin
21984;21984;2021;175046;-17.2813;-69.9528;15;3.7;20223006;POINT (-69.9528 -17.2813);-17.2813,-69.9528;Leve;Superficial;Tacna
21985;21985;2021;210226;-15.6694;-71.8269;10;3.6;20223006;POINT (-71.8269 -15.6694);-15.6694,-71.8269;Leve;Superficial;Arequipa
21988;21988;2021;213108;-15.2071;-75.0751;44;4.2;20223006;POINT (-75.0751 -15.2071);-15.2071,-75.0751;Moderado;Superficial;Ica
21989;21989;2021;134213;-4.7581;-81.0166;24;4.1;20223006;POINT (-81.0166 -4.7581);-4.7581,-81.0166;Moderado;Superficial;Piura
21993;21993;2021;61859;-15.7894;-71.7656;11;3.6;20223006;POINT (-71.7656 -15.7894);-15.7894,-71.7656;Leve;Superficial;Arequipa
21994;21994;2021;63957;-10.8234;-73.9636;127;4.2;20223006;POINT (-73.9636 -10.8234);-10.8234,-73.9636;Moderado;Intermedia;Ucayali
21996;21996;2021;171910;-15.7793;-72.0879;8;4.6;20223006;POINT (-72.0879 -15.7793);-15.7793,-72.0879;Moderado;Superficial;Arequipa
21997;21997;2021;172337;-15.7766;-72.1009;7;4.2;20223006;POINT (-72.1009 -15.7766);-15.7766,-72.1009;Moderado;Superficial;Arequipa
21998;21998;2021;210727;-15.7161;-71.9881;12;3.8;20223006;POINT (-71.9881 -15.7161);-15.7161,-71.9881;Leve;Superficial;Arequipa
21999;21999;2021;224744;-15.7775;-72.0952;9;3.6;20223006;POINT (-72.0952 -15.7775);-15.7775,-72.0952;Leve;Superficial;Arequipa
22000;22000;2021;14535;-15.7327;-71.9873;9;3.6;20223006;POINT (-71.9873 -15.7327);-15.7327,-71.9873;Leve;Superficial;Arequipa
22001;22001;2021;22750;-15.7222;-71.9826;10;3.5;20223006;POINT (-71.9826 -15.7222);-15.7222,-71.9826;Leve;Superficial;Arequipa
22002;22002;2021;23241;-15.6281;-71.7908;10;3.4;20223006;POINT (-71.7908 -15.6281);-15.6281,-71.7908;Leve;Superficial;Arequipa
22003;22003;2021;64931;-17.5194;-69.8289;17;3.9;20223006;POINT (-69.8289 -17.5194);-17.5194,-69.8289;Leve;Superficial;Tacna
22004;22004;2021;92158;-16.7159;-71.4989;21;3.5;20223006;POINT (-71.4989 -16.7159);-16.7159,-71.4989;Leve;Superficial;Arequipa
22005;22005;2021;134755;-15.7116;-72.0756;11;3.6;20223006;POINT (-72.0756 -15.7116);-15.7116,-72.0756;Leve;Superficial;Arequipa
22006;22006;2021;183039;-9.6463;-75.0891;138;4.4;20223006;POINT (-75.0891 -9.6463);-9.6463,-75.0891;Moderado;Intermedia;Huanuco
22007;22007;2021;233632;-15.7336;-71.9849;8;3.7;20223006;POINT (-71.9849 -15.7336);-15.7336,-71.9849;Leve;Superficial;Arequipa
22009;22009;2021;191631;-8.9163;-75.8867;128;5.4;20223006;POINT (-75.8867 -8.9163);-8.9163,-75.8867;Moderado;Intermedia;Ucayali
22010;22010;2021;105701;-14.3649;-71.3448;11;4.2;20223006;POINT (-71.3448 -14.3649);-14.3649,-71.3448;Moderado;Superficial;Cusco
22011;22011;2021;63535;-15.4642;-74.5997;62;4.0;20223006;POINT (-74.5997 -15.4642);-15.4642,-74.5997;Moderado;Intermedia;Arequipa
22013;22013;2021;113608;-15.7567;-72.0947;11;3.6;20223006;POINT (-72.0947 -15.7567);-15.7567,-72.0947;Leve;Superficial;Arequipa
22014;22014;2021;95541;-4.2678;-77.4836;18;4.0;20223006;POINT (-77.4836 -4.2678);-4.2678,-77.4836;Moderado;Superficial;Loreto
22015;22015;2021;114344;-10.1309;-75.8612;12;3.5;20223006;POINT (-75.8612 -10.1309);-10.1309,-75.8612;Leve;Superficial;Huanuco
22016;22016;2021;141057;-16.3639;-71.9994;21;3.6;20223006;POINT (-71.9994 -16.3639);-16.3639,-71.9994;Leve;Superficial;Arequipa
22017;22017;2021;153611;-3.9988;-77.2804;119;4.0;20223006;POINT (-77.2804 -3.9988);-3.9988,-77.2804;Moderado;Intermedia;Loreto
22018;22018;2021;212520;-10.6359;-75.3665;8;3.7;20223006;POINT (-75.3665 -10.6359);-10.6359,-75.3665;Leve;Superficial;Pasco
22019;22019;2021;32114;-15.6413;-70.2284;239;4.4;20223006;POINT (-70.2284 -15.6413);-15.6413,-70.2284;Moderado;Intermedia;Puno
22020;22020;2021;184623;-17.0203;-71.6625;36;3.7;20223006;POINT (-71.6625 -17.0203);-17.0203,-71.6625;Leve;Superficial;Arequipa
22021;22021;2021;173916;-15.0016;-74.7611;89;4.2;20223006;POINT (-74.7611 -15.0016);-15.0016,-74.7611;Moderado;Intermedia;Ica
22023;22023;2021;195251;-17.4615;-69.9094;12;3.5;20223006;POINT (-69.9094 -17.4615);-17.4615,-69.9094;Leve;Superficial;Tacna
22024;22024;2021;221638;-5.963;-80.4701;51;4.0;20223006;POINT (-80.4701 -5.963);-5.963,-80.4701;Moderado;Superficial;Piura
22025;22025;2021;42927;-8.8367;-74.5062;153;4.3;20223006;POINT (-74.5062 -8.8367);-8.8367,-74.5062;Moderado;Intermedia;Ucayali
22026;22026;2021;150336;-6.7113;-75.8376;107;4.3;20223006;POINT (-75.8376 -6.7113);-6.7113,-75.8376;Moderado;Intermedia;San Martin
22027;22027;2021;130352;-16.7982;-71.4923;23;3.7;20223006;POINT (-71.4923 -16.7982);-16.7982,-71.4923;Leve;Superficial;Arequipa
22028;22028;2021;232313;-15.6878;-71.9208;7;3.6;20223006;POINT (-71.9208 -15.6878);-15.6878,-71.9208;Leve;Superficial;Arequipa
22029;22029;2021;215840;-15.8833;-74.179;56;4.3;20223006;POINT (-74.179 -15.8833);-15.8833,-74.179;Moderado;Superficial;Arequipa
22030;22030;2021;54126;-14.3375;-76.0166;51;4.0;20223006;POINT (-76.0166 -14.3375);-14.3375,-76.0166;Moderado;Superficial;Ica
22034;22034;2021;65151;-13.6913;-75.9984;72;4.0;20223006;POINT (-75.9984 -13.6913);-13.6913,-75.9984;Moderado;Intermedia;Ica
22035;22035;2021;134546;-13.1015;-72.9314;5;3.0;20223006;POINT (-72.9314 -13.1015);-13.1015,-72.9314;Leve;Superficial;Cusco
22036;22036;2021;51930;-15.6714;-71.6379;165;4.3;20223006;POINT (-71.6379 -15.6714);-15.6714,-71.6379;Moderado;Intermedia;Arequipa
22037;22037;2021;201747;-15.7704;-72.1096;14;3.6;20223006;POINT (-72.1096 -15.7704);-15.7704,-72.1096;Leve;Superficial;Arequipa
22038;22038;2021;204001;-15.7631;-72.0901;14;3.5;20223006;POINT (-72.0901 -15.7631);-15.7631,-72.0901;Leve;Superficial;Arequipa
22040;22040;2021;71421;-15.3239;-72.0639;146;4.6;20223006;POINT (-72.0639 -15.3239);-15.3239,-72.0639;Moderado;Intermedia;Arequipa
22042;22042;2021;61243;-7.5678;-76.3146;133;4.1;20223006;POINT (-76.3146 -7.5678);-7.5678,-76.3146;Moderado;Intermedia;San Martin
22044;22044;2021;72609;-16.5115;-72.395;85;4.6;20223006;POINT (-72.395 -16.5115);-16.5115,-72.395;Moderado;Intermedia;Arequipa
22046;22046;2021;120412;-8.7227;-74.5781;147;4.0;20223006;POINT (-74.5781 -8.7227);-8.7227,-74.5781;Moderado;Intermedia;Huanuco
22047;22047;2021;105014;-13.9193;-72.6914;86;4.3;20223006;POINT (-72.6914 -13.9193);-13.9193,-72.6914;Moderado;Intermedia;Apurimac
22048;22048;2021;223540;-16.8203;-71.7943;85;3.9;20223006;POINT (-71.7943 -16.8203);-16.8203,-71.7943;Leve;Intermedia;Arequipa
22049;22049;2021;30021;-13.9111;-72.0;16;3.4;20223006;POINT (-72 -13.9111);-13.9111,-72.0;Leve;Superficial;Cusco
22050;22050;2021;32754;-6.0885;-76.9433;13;3.8;20223006;POINT (-76.9433 -6.0885);-6.0885,-76.9433;Leve;Superficial;San Martin
22051;22051;2021;101754;-9.0252;-75.1356;132;4.0;20223006;POINT (-75.1356 -9.0252);-9.0252,-75.1356;Moderado;Intermedia;Huanuco
22052;22052;2021;150830;-15.6551;-71.9589;8;3.6;20223006;POINT (-71.9589 -15.6551);-15.6551,-71.9589;Leve;Superficial;Arequipa
22053;22053;2021;64834;-15.2333;-71.6764;149;4.1;20223006;POINT (-71.6764 -15.2333);-15.2333,-71.6764;Moderado;Intermedia;Arequipa
22055;22055;2021;1529;-8.1219;-74.6349;141;4.4;20223006;POINT (-74.6349 -8.1219);-8.1219,-74.6349;Moderado;Intermedia;Ucayali
22056;22056;2021;193618;-5.8469;-81.1097;37;4.2;20223006;POINT (-81.1097 -5.8469);-5.8469,-81.1097;Moderado;Superficial;Piura
22057;22057;2021;193316;-16.2863;-70.3679;188;4.1;20223006;POINT (-70.3679 -16.2863);-16.2863,-70.3679;Moderado;Intermedia;Moquegua
22059;22059;2021;75943;-7.4175;-74.6522;144;4.7;20223006;POINT (-74.6522 -7.4175);-7.4175,-74.6522;Moderado;Intermedia;Loreto
22060;22060;2021;92735;-13.9504;-71.9932;7;3.3;20223006;POINT (-71.9932 -13.9504);-13.9504,-71.9932;Leve;Superficial;Cusco
22063;22063;2021;31326;-3.1454;-75.8211;139;4.8;20223006;POINT (-75.8211 -3.1454);-3.1454,-75.8211;Moderado;Intermedia;Loreto
22066;22066;2021;181214;-15.7965;-71.7109;11;3.4;20223006;POINT (-71.7109 -15.7965);-15.7965,-71.7109;Leve;Superficial;Arequipa
22067;22067;2021;185223;-15.8081;-71.7084;10;3.7;20223006;POINT (-71.7084 -15.8081);-15.8081,-71.7084;Leve;Superficial;Arequipa
22068;22068;2021;190737;-15.7951;-71.7248;13;3.8;20223006;POINT (-71.7248 -15.7951);-15.7951,-71.7248;Leve;Superficial;Arequipa
22069;22069;2021;5136;-15.8153;-71.7221;12;3.9;20223006;POINT (-71.7221 -15.8153);-15.8153,-71.7221;Leve;Superficial;Arequipa
22070;22070;2021;234528;-16.7781;-72.3126;40;4.9;20223006;POINT (-72.3126 -16.7781);-16.7781,-72.3126;Moderado;Superficial;Arequipa
22071;22071;2021;234740;-16.7282;-72.3179;42;4.3;20223006;POINT (-72.3179 -16.7282);-16.7282,-72.3179;Moderado;Superficial;Arequipa
22072;22072;2021;45528;-15.8329;-71.7343;12;3.9;20223006;POINT (-71.7343 -15.8329);-15.8329,-71.7343;Leve;Superficial;Arequipa
22074;22074;2021;145157;-12.5326;-76.0711;19;4.3;20223006;POINT (-76.0711 -12.5326);-12.5326,-76.0711;Moderado;Superficial;Lima
22075;22075;2021;31520;-16.3341;-71.6833;17;3.2;20223006;POINT (-71.6833 -16.3341);-16.3341,-71.6833;Leve;Superficial;Arequipa
22076;22076;2021;2733;-17.7449;-70.5484;24;4.7;20223006;POINT (-70.5484 -17.7449);-17.7449,-70.5484;Moderado;Superficial;Tacna
22077;22077;2021;183821;-15.8036;-71.7177;7;3.4;20223006;POINT (-71.7177 -15.8036);-15.8036,-71.7177;Leve;Superficial;Arequipa
22078;22078;2021;203151;-17.6069;-70.7727;93;4.0;20223006;POINT (-70.7727 -17.6069);-17.6069,-70.7727;Moderado;Intermedia;Tacna
22079;22079;2021;224701;-15.8042;-71.7178;10;3.9;20223006;POINT (-71.7178 -15.8042);-15.8042,-71.7178;Leve;Superficial;Arequipa
22082;22082;2021;83427;-16.7884;-72.3062;51;4.0;20223006;POINT (-72.3062 -16.7884);-16.7884,-72.3062;Moderado;Superficial;Arequipa
22083;22083;2021;110146;-16.748;-72.31;40;3.8;20223006;POINT (-72.31 -16.748);-16.748,-72.31;Leve;Superficial;Arequipa
22085;22085;2021;131913;-15.652;-71.8138;9;3.6;20223006;POINT (-71.8138 -15.652);-15.652,-71.8138;Leve;Superficial;Arequipa
22088;22088;2021;72737;-15.4087;-72.5439;127;4.3;20223006;POINT (-72.5439 -15.4087);-15.4087,-72.5439;Moderado;Intermedia;Arequipa
