;ID;FECHA_UTC;HORA_UTC;LATITUD;LONGITUD;PROFUNDIDAD;MAGNITUD;FECHA_CORTE;geometry;UBICACION;MAGNITUD_CAT;PROFUNDIDAD_CAT;LUGAR
4651;4651;1991;153521;-5.74;-77.01;29;5.2;20223006;POINT (-77.01 -5.74);-5.74,-77.01;Moderado;Superficial;San Martin
4652;4652;1991;174134;-5.91;-77.23;37;5.0;20223006;POINT (-77.23 -5.91);-5.91,-77.23;Moderado;Superficial;San Martin
4653;4653;1991;213100;-5.35;-77.25;24;4.8;20223006;POINT (-77.25 -5.35);-5.35,-77.25;Moderado;Superficial;Loreto
4654;4654;1991;223442;-5.69;-77.04;15;4.8;20223006;POINT (-77.04 -5.69);-5.69,-77.04;Moderado;Superficial;San Martin
4655;4655;1991;5553;-6.01;-77.3;41;4.7;20223006;POINT (-77.3 -6.01);-6.01,-77.3;Moderado;Superficial;San Martin
4656;4656;1991;15513;-6.12;-77.02;34;4.7;20223006;POINT (-77.02 -6.12);-6.12,-77.02;Moderado;Superficial;San Martin
4657;4657;1991;55523;-6.25;-77.57;39;4.7;20223006;POINT (-77.57 -6.25);-6.25,-77.57;Moderado;Superficial;Amazonas
4658;4658;1991;23840;-5.85;-77.17;51;4.6;20223006;POINT (-77.17 -5.85);-5.85,-77.17;Moderado;Superficial;San Martin
4659;4659;1991;34925;-6.3;-77.21;51;4.9;20223006;POINT (-77.21 -6.3);-6.3,-77.21;Moderado;Superficial;Amazonas
4660;4660;1991;55950;-5.57;-77.34;128;4.7;20223006;POINT (-77.34 -5.57);-5.57,-77.34;Moderado;Intermedia;Loreto
4661;4661;1991;63945;-5.23;-76.47;59;4.8;20223006;POINT (-76.47 -5.23);-5.23,-76.47;Moderado;Superficial;Loreto
4662;4662;1991;83808;-6.06;-76.94;107;4.7;20223006;POINT (-76.94 -6.06);-6.06,-76.94;Moderado;Intermedia;San Martin
4663;4663;1991;35009;-5.81;-77.4;25;5.5;20223006;POINT (-77.4 -5.81);-5.81,-77.4;Moderado;Superficial;San Martin
4664;4664;1991;73651;-6.1;-77.35;33;4.7;20223006;POINT (-77.35 -6.1);-6.1,-77.35;Moderado;Superficial;Amazonas
4665;4665;1991;75429;-5.9;-77.44;25;4.7;20223006;POINT (-77.44 -5.9);-5.9,-77.44;Moderado;Superficial;San Martin
4666;4666;1991;170002;-5.91;-77.12;26;5.4;20223006;POINT (-77.12 -5.91);-5.91,-77.12;Moderado;Superficial;San Martin
4667;4667;1991;5941;-5.85;-77.09;56;5.3;20223006;POINT (-77.09 -5.85);-5.85,-77.09;Moderado;Superficial;San Martin
4668;4668;1991;33535;-5.67;-76.89;59;4.9;20223006;POINT (-76.89 -5.67);-5.67,-76.89;Moderado;Superficial;Loreto
4669;4669;1991;121233;-5.73;-77.09;142;4.8;20223006;POINT (-77.09 -5.73);-5.73,-77.09;Moderado;Intermedia;San Martin
4671;4671;1991;81838;-5.0;-77.2;90;5.2;20223006;POINT (-77.2 -5);-5.0,-77.2;Moderado;Intermedia;Loreto
4672;4672;1991;85058;-12.13;-72.26;52;4.6;20223006;POINT (-72.26 -12.13);-12.13,-72.26;Moderado;Superficial;Cusco
4673;4673;1991;141529;-5.33;-76.37;57;5.1;20223006;POINT (-76.37 -5.33);-5.33,-76.37;Moderado;Superficial;Loreto
4674;4674;1991;225448;-5.73;-77.13;23;5.2;20223006;POINT (-77.13 -5.73);-5.73,-77.13;Moderado;Superficial;San Martin
4675;4675;1991;61419;-5.88;-77.23;27;4.7;20223006;POINT (-77.23 -5.88);-5.88,-77.23;Moderado;Superficial;San Martin
4676;4676;1991;170044;-5.95;-77.06;33;4.8;20223006;POINT (-77.06 -5.95);-5.95,-77.06;Moderado;Superficial;San Martin
4678;4678;1991;145827;-6.04;-77.24;60;4.7;20223006;POINT (-77.24 -6.04);-6.04,-77.24;Moderado;Intermedia;San Martin
4679;4679;1991;180441;-13.11;-75.45;47;4.9;20223006;POINT (-75.45 -13.11);-13.11,-75.45;Moderado;Superficial;Huancavelica
4680;4680;1991;72048;-5.99;-77.36;134;4.7;20223006;POINT (-77.36 -5.99);-5.99,-77.36;Moderado;Intermedia;San Martin
4682;4682;1991;181105;-6.42;-77.27;12;5.3;20223006;POINT (-77.27 -6.42);-6.42,-77.27;Moderado;Superficial;San Martin
4684;4684;1991;235041;-5.71;-77.05;138;4.6;20223006;POINT (-77.05 -5.71);-5.71,-77.05;Moderado;Intermedia;San Martin
4686;4686;1991;175039;-6.58;-76.95;42;4.6;20223006;POINT (-76.95 -6.58);-6.58,-76.95;Moderado;Superficial;San Martin
4687;4687;1991;214741;-14.07;-76.12;35;4.6;20223006;POINT (-76.12 -14.07);-14.07,-76.12;Moderado;Superficial;Ica
4688;4688;1991;61723;-5.62;-77.3;54;4.7;20223006;POINT (-77.3 -5.62);-5.62,-77.3;Moderado;Superficial;San Martin
4689;4689;1991;154542;-10.45;-73.9;25;4.5;20223006;POINT (-73.9 -10.45);-10.45,-73.9;Moderado;Superficial;Ucayali
4690;4690;1991;80949;-6.32;-77.2;106;5.1;20223006;POINT (-77.2 -6.32);-6.32,-77.2;Moderado;Intermedia;Amazonas
4691;4691;1991;160955;-4.46;-77.87;35;4.9;20223006;POINT (-77.87 -4.46);-4.46,-77.87;Moderado;Superficial;Amazonas
4692;4692;1991;152133;-4.74;-76.78;126;4.8;20223006;POINT (-76.78 -4.74);-4.74,-76.78;Moderado;Intermedia;Loreto
4693;4693;1991;181226;-11.3;-77.5;60;6.1;20223006;POINT (-77.5 -11.3);-11.3,-77.5;Fuerte;Intermedia;Lima
4695;4695;1991;134409;-5.95;-76.86;121;4.9;20223006;POINT (-76.86 -5.95);-5.95,-76.86;Moderado;Intermedia;San Martin
4696;4696;1991;72557;-5.83;-77.27;25;5.0;20223006;POINT (-77.27 -5.83);-5.83,-77.27;Moderado;Superficial;San Martin
4699;4699;1991;12452;-5.96;-76.67;34;4.5;20223006;POINT (-76.67 -5.96);-5.96,-76.67;Moderado;Superficial;Loreto
4701;4701;1991;114339;-5.61;-77.05;60;4.8;20223006;POINT (-77.05 -5.61);-5.61,-77.05;Moderado;Intermedia;Loreto
4702;4702;1991;130056;-6.11;-77.3;61;5.3;20223006;POINT (-77.3 -6.11);-6.11,-77.3;Moderado;Intermedia;San Martin
4704;4704;1991;232042;-13.68;-72.41;65;4.7;20223006;POINT (-72.41 -13.68);-13.68,-72.41;Moderado;Intermedia;Apurimac
4705;4705;1991;193110;-16.67;-72.11;19;4.9;20223006;POINT (-72.11 -16.67);-16.67,-72.11;Moderado;Superficial;Arequipa
4706;4706;1991;203725;-8.94;-75.44;28;4.5;20223006;POINT (-75.44 -8.94);-8.94,-75.44;Moderado;Superficial;Ucayali
4709;4709;1991;210829;-5.94;-76.92;57;4.5;20223006;POINT (-76.92 -5.94);-5.94,-76.92;Moderado;Superficial;San Martin
4710;4710;1991;65902;-4.07;-80.63;86;4.7;20223006;POINT (-80.63 -4.07);-4.07,-80.63;Moderado;Intermedia;Tumbes
4711;4711;1991;195331;-13.82;-75.68;81;5.8;20223006;POINT (-75.68 -13.82);-13.82,-75.68;Moderado;Intermedia;Ica
4714;4714;1991;174224;-5.97;-77.36;137;5.3;20223006;POINT (-77.36 -5.97);-5.97,-77.36;Moderado;Intermedia;San Martin
4715;4715;1991;84744;-5.44;-76.98;30;5.3;20223006;POINT (-76.98 -5.44);-5.44,-76.98;Moderado;Superficial;Loreto
4717;4717;1991;111916;-8.82;-77.02;61;4.5;20223006;POINT (-77.02 -8.82);-8.82,-77.02;Moderado;Intermedia;Huanuco
4718;4718;1991;205054;-16.9;-70.83;124;6.4;20223006;POINT (-70.83 -16.9);-16.9,-70.83;Fuerte;Intermedia;Moquegua
4720;4720;1991;222514;-6.21;-77.59;14;4.9;20223006;POINT (-77.59 -6.21);-6.21,-77.59;Moderado;Superficial;Amazonas
4722;4722;1991;32226;-6.07;-77.19;24;5.2;20223006;POINT (-77.19 -6.07);-6.07,-77.19;Moderado;Superficial;San Martin
4723;4723;1991;235224;-3.771;-75.461;53;4.1;20223006;POINT (-75.461 -3.771);-3.771,-75.461;Moderado;Superficial;Loreto
4724;4724;1991;42837;-12.53;-76.61;46;4.6;20223006;POINT (-76.61 -12.53);-12.53,-76.61;Moderado;Superficial;Lima
4726;4726;1991;115204;-14.37;-75.89;41;4.6;20223006;POINT (-75.89 -14.37);-14.37,-75.89;Moderado;Superficial;Ica
4727;4727;1991;144749;-7.16;-75.45;131;4.9;20223006;POINT (-75.45 -7.16);-7.16,-75.45;Moderado;Intermedia;Loreto
4730;4730;1991;144526;-2.2;-75.57;104;4.7;20223006;POINT (-75.57 -2.2);-2.2,-75.57;Moderado;Intermedia;Loreto
4731;4731;1991;12943;-15.57;-70.264;225;4.1;20223006;POINT (-70.264 -15.57);-15.57,-70.264;Moderado;Intermedia;Puno
4733;4733;1991;23150;-8.24;-76.18;47;5.2;20223006;POINT (-76.18 -8.24);-8.24,-76.18;Moderado;Superficial;San Martin
4734;4734;1991;101044;-8.96;-75.31;131;4.9;20223006;POINT (-75.31 -8.96);-8.96,-75.31;Moderado;Intermedia;Ucayali
4735;4735;1991;13618;-12.04;-76.19;41;4.7;20223006;POINT (-76.19 -12.04);-12.04,-76.19;Moderado;Superficial;Lima
4737;4737;1991;190250;-6.19;-77.25;12;4.5;20223006;POINT (-77.25 -6.19);-6.19,-77.25;Moderado;Superficial;Amazonas
4738;4738;1991;103808;-10.49;-74.22;127;4.6;20223006;POINT (-74.22 -10.49);-10.49,-74.22;Moderado;Intermedia;Pasco
4739;4739;1991;221908;-10.82;-74.4;25;5.1;20223006;POINT (-74.4 -10.82);-10.82,-74.4;Moderado;Superficial;Ucayali
4741;4741;1991;30904;-5.77;-77.04;22;4.6;20223006;POINT (-77.04 -5.77);-5.77,-77.04;Moderado;Superficial;San Martin
4744;4744;1991;121946;-13.42;-72.47;110;7.0;20223006;POINT (-72.47 -13.42);-13.42,-72.47;Fuerte;Intermedia;Cusco
4746;4746;1991;102758;-3.76;-77.47;49;4.8;20223006;POINT (-77.47 -3.76);-3.76,-77.47;Moderado;Superficial;Loreto
4748;4748;1991;65933;-7.39;-77.9;59;4.7;20223006;POINT (-77.9 -7.39);-7.39,-77.9;Moderado;Superficial;Cajamarca
4749;4749;1991;54226;-8.58;-78.32;46;4.5;20223006;POINT (-78.32 -8.58);-8.58,-78.32;Moderado;Superficial;La Libertad
4751;4751;1991;30007;-6.82;-76.65;146;4.7;20223006;POINT (-76.65 -6.82);-6.82,-76.65;Moderado;Intermedia;San Martin
4752;4752;1991;60402;-10.94;-75.87;128;4.7;20223006;POINT (-75.87 -10.94);-10.94,-75.87;Moderado;Intermedia;Junin
4754;4754;1991;170533;-13.64;-73.29;78;4.5;20223006;POINT (-73.29 -13.64);-13.64,-73.29;Moderado;Intermedia;Apurimac
4755;4755;1991;194450;-15.69;-71.81;6;5.6;20223006;POINT (-71.81 -15.69);-15.69,-71.81;Moderado;Superficial;Arequipa
4758;4758;1991;75127;-12.61;-74.96;32;4.7;20223006;POINT (-74.96 -12.61);-12.61,-74.96;Moderado;Superficial;Huancavelica
4759;4759;1991;223349;-6.27;-76.42;57;4.5;20223006;POINT (-76.42 -6.27);-6.27,-76.42;Moderado;Superficial;San Martin
4761;4761;1991;135230;-14.29;-73.33;96;5.8;20223006;POINT (-73.33 -14.29);-14.29,-73.33;Moderado;Intermedia;Apurimac
4762;4762;1991;74743;-10.24;-71.26;184;4.6;20223006;POINT (-71.26 -10.24);-10.24,-71.26;Moderado;Intermedia;Ucayali
4763;4763;1991;75000;-8.21;-73.63;181;4.9;20223006;POINT (-73.63 -8.21);-8.21,-73.63;Moderado;Intermedia;Ucayali
4764;4764;1991;2339;-13.62;-75.65;13;4.8;20223006;POINT (-75.65 -13.62);-13.62,-75.65;Moderado;Superficial;Ica
4765;4765;1991;111535;-7.38;-74.85;39;4.5;20223006;POINT (-74.85 -7.38);-7.38,-74.85;Moderado;Superficial;Loreto
4767;4767;1991;230241;-14.93;-72.08;113;5.0;20223006;POINT (-72.08 -14.93);-14.93,-72.08;Moderado;Intermedia;Arequipa
4768;4768;1991;40920;-6.08;-79.93;74;4.8;20223006;POINT (-79.93 -6.08);-6.08,-79.93;Moderado;Intermedia;Lambayeque
4771;4771;1991;50602;-15.34;-75.09;28;4.5;20223006;POINT (-75.09 -15.34);-15.34,-75.09;Moderado;Superficial;Ica
4772;4772;1991;95353;-13.22;-74.75;47;4.9;20223006;POINT (-74.75 -13.22);-13.22,-74.75;Moderado;Superficial;Huancavelica
4773;4773;1991;120219;-11.43;-73.1;71;5.2;20223006;POINT (-73.1 -11.43);-11.43,-73.1;Moderado;Intermedia;Cusco
4774;4774;1991;132253;-11.65;-73.47;21;5.2;20223006;POINT (-73.47 -11.65);-11.65,-73.47;Moderado;Superficial;Cusco
4779;4779;1991;115630;-14.59;-75.59;33;4.5;20223006;POINT (-75.59 -14.59);-14.59,-75.59;Moderado;Superficial;Ica
4781;4781;1991;74306;-9.19;-78.11;28;5.2;20223006;POINT (-78.11 -9.19);-9.19,-78.11;Moderado;Superficial;Ancash
4784;4784;1991;220229;-15.29;-72.7;108;5.2;20223006;POINT (-72.7 -15.29);-15.29,-72.7;Moderado;Intermedia;Arequipa
4785;4785;1991;164131;-14.34;-75.45;47;4.6;20223006;POINT (-75.45 -14.34);-14.34,-75.45;Moderado;Superficial;Ica
4786;4786;1991;83558;-8.85;-78.17;50;5.3;20223006;POINT (-78.17 -8.85);-8.85,-78.17;Moderado;Superficial;Ancash
4787;4787;1991;630;-8.02;-78.97;28;4.9;20223006;POINT (-78.97 -8.02);-8.02,-78.97;Moderado;Superficial;La Libertad
4788;4788;1991;235850;-8.11;-76.95;35;4.8;20223006;POINT (-76.95 -8.11);-8.11,-76.95;Moderado;Superficial;San Martin
4789;4789;1991;53359;-10.21;-76.45;31;4.9;20223006;POINT (-76.45 -10.21);-10.21,-76.45;Moderado;Superficial;Huanuco
4790;4790;1991;103115;-16.337;-73.235;87;4.6;20223006;POINT (-73.235 -16.337);-16.337,-73.235;Moderado;Intermedia;Arequipa
4791;4791;1991;114649;-15.01;-75.07;27;5.6;20223006;POINT (-75.07 -15.01);-15.01,-75.07;Moderado;Superficial;Ica
4792;4792;1991;1546;-4.39;-80.75;48;4.9;20223006;POINT (-80.75 -4.39);-4.39,-80.75;Moderado;Superficial;Piura
4793;4793;1991;14006;-14.89;-75.16;47;5.0;20223006;POINT (-75.16 -14.89);-14.89,-75.16;Moderado;Superficial;Ica
4795;4795;1991;2459;-8.87;-77.04;122;4.5;20223006;POINT (-77.04 -8.87);-8.87,-77.04;Moderado;Intermedia;Huanuco
4796;4796;1991;131707;-14.35;-74.77;74;4.7;20223006;POINT (-74.77 -14.35);-14.35,-74.77;Moderado;Intermedia;Ayacucho
4797;4797;1991;13116;-10.242;-75.362;33;4.7;20223006;POINT (-75.362 -10.242);-10.242,-75.362;Moderado;Superficial;Pasco
4798;4798;1991;164557;-14.92;-75.15;47;5.2;20223006;POINT (-75.15 -14.92);-14.92,-75.15;Moderado;Superficial;Ica
4799;4799;1991;174819;-5.883;-77.066;41;4.3;20223006;POINT (-77.066 -5.883);-5.883,-77.066;Moderado;Superficial;San Martin
4800;4800;1991;51457;-9.26;-75.82;138;4.5;20223006;POINT (-75.82 -9.26);-9.26,-75.82;Moderado;Intermedia;Huanuco
4801;4801;1991;101122;-11.29;-74.313;33;4.0;20223006;POINT (-74.313 -11.29);-11.29,-74.313;Moderado;Superficial;Junin
4804;4804;1991;195557;-7.85;-77.09;33;4.8;20223006;POINT (-77.09 -7.85);-7.85,-77.09;Moderado;Superficial;San Martin
4805;4805;1991;42349;-8.62;-74.66;154;4.5;20223006;POINT (-74.66 -8.62);-8.62,-74.66;Moderado;Intermedia;Huanuco
4806;4806;1991;203327;-10.25;-74.91;142;4.6;20223006;POINT (-74.91 -10.25);-10.25,-74.91;Moderado;Intermedia;Pasco
4807;4807;1991;192129;-10.73;-77.14;84;4.5;20223006;POINT (-77.14 -10.73);-10.73,-77.14;Moderado;Intermedia;Lima
4809;4809;1991;90352;-10.6;-75.37;70;4.6;20223006;POINT (-75.37 -10.6);-10.6,-75.37;Moderado;Intermedia;Pasco
4811;4811;1991;35506;-8.2;-74.342;166;5.1;20223006;POINT (-74.342 -8.2);-8.2,-74.342;Moderado;Intermedia;Ucayali
4812;4812;1991;23215;-15.213;-71.964;151;4.0;20223006;POINT (-71.964 -15.213);-15.213,-71.964;Moderado;Intermedia;Arequipa
4813;4813;1991;164900;-8.62;-75.61;119;5.7;20223006;POINT (-75.61 -8.62);-8.62,-75.61;Moderado;Intermedia;Ucayali
4814;4814;1991;101537;-10.2;-74.85;11;4.6;20223006;POINT (-74.85 -10.2);-10.2,-74.85;Moderado;Superficial;Pasco
4815;4815;1991;40859;-14.92;-74.8;79;4.6;20223006;POINT (-74.8 -14.92);-14.92,-74.8;Moderado;Intermedia;Ica
4817;4817;1991;145752;-15.25;-74.51;37;4.9;20223006;POINT (-74.51 -15.25);-15.25,-74.51;Moderado;Superficial;Arequipa
4818;4818;1991;45649;-15.3;-74.31;94;4.5;20223006;POINT (-74.31 -15.3);-15.3,-74.31;Moderado;Intermedia;Ayacucho
4819;4819;1991;163712;-13.19;-76.23;62;4.6;20223006;POINT (-76.23 -13.19);-13.19,-76.23;Moderado;Intermedia;Lima
4820;4820;1991;221956;-11.98;-76.64;56;4.5;20223006;POINT (-76.64 -11.98);-11.98,-76.64;Moderado;Superficial;Lima
4821;4821;1991;213219;-14.775;-71.552;119;4.5;20223006;POINT (-71.552 -14.775);-14.775,-71.552;Moderado;Intermedia;Cusco
4823;4823;1991;95055;-13.28;-74.68;98;4.9;20223006;POINT (-74.68 -13.28);-13.28,-74.68;Moderado;Intermedia;Huancavelica
4824;4824;1991;349;-14.93;-74.67;42;5.1;20223006;POINT (-74.67 -14.93);-14.93,-74.67;Moderado;Superficial;Ayacucho
4825;4825;1991;3813;-14.29;-74.1;120;4.6;20223006;POINT (-74.1 -14.29);-14.29,-74.1;Moderado;Intermedia;Ayacucho
4827;4827;1991;102857;-13.88;-75.91;42;4.8;20223006;POINT (-75.91 -13.88);-13.88,-75.91;Moderado;Superficial;Ica
4828;4828;1991;103521;-15.65;-73.84;65;4.5;20223006;POINT (-73.84 -15.65);-15.65,-73.84;Moderado;Intermedia;Arequipa
4830;4830;1991;185528;-6.68;-79.64;62;5.0;20223006;POINT (-79.64 -6.68);-6.68,-79.64;Moderado;Intermedia;Lambayeque
4831;4831;1991;85841;-14.63;-73.57;87;4.7;20223006;POINT (-73.57 -14.63);-14.63,-73.57;Moderado;Intermedia;Ayacucho
4833;4833;1991;142043;-14.12;-71.17;69;4.7;20223006;POINT (-71.17 -14.12);-14.12,-71.17;Moderado;Intermedia;Cusco
4834;4834;1991;25200;-6.24;-77.44;90;4.5;20223006;POINT (-77.44 -6.24);-6.24,-77.44;Moderado;Intermedia;Amazonas
4836;4836;1991;84810;-15.071;-71.426;177;4.3;20223006;POINT (-71.426 -15.071);-15.071,-71.426;Moderado;Intermedia;Arequipa
4838;4838;1991;114958;-6.61;-78.03;75;4.5;20223006;POINT (-78.03 -6.61);-6.61,-78.03;Moderado;Intermedia;Amazonas
4839;4839;1991;93916;-8.42;-78.48;109;5.1;20223006;POINT (-78.48 -8.42);-8.42,-78.48;Moderado;Intermedia;La Libertad
4840;4840;1991;43948;-14.42;-74.42;113;4.7;20223006;POINT (-74.42 -14.42);-14.42,-74.42;Moderado;Intermedia;Ayacucho
4842;4842;1991;191749;-14.27;-75.21;86;4.5;20223006;POINT (-75.21 -14.27);-14.27,-75.21;Moderado;Intermedia;Ica
4843;4843;1991;41046;-12.04;-76.6;93;4.5;20223006;POINT (-76.6 -12.04);-12.04,-76.6;Moderado;Intermedia;Lima
4845;4845;1991;65857;-6.926;-75.843;109;4.3;20223006;POINT (-75.843 -6.926);-6.926,-75.843;Moderado;Intermedia;Loreto
4846;4846;1991;101507;-12.87;-72.96;84;4.6;20223006;POINT (-72.96 -12.87);-12.87,-72.96;Moderado;Intermedia;Cusco
4847;4847;1991;151240;-15.98;-73.61;77;4.6;20223006;POINT (-73.61 -15.98);-15.98,-73.61;Moderado;Intermedia;Arequipa
4848;4848;1991;141545;-8.778;-74.437;146;5.3;20223006;POINT (-74.437 -8.778);-8.778,-74.437;Moderado;Intermedia;Ucayali
4849;4849;1991;160659;-12.9;-75.14;80;4.5;20223006;POINT (-75.14 -12.9);-12.9,-75.14;Moderado;Intermedia;Huancavelica
4850;4850;1991;201525;-9.78;-78.18;52;4.5;20223006;POINT (-78.18 -9.78);-9.78,-78.18;Moderado;Superficial;Ancash
4851;4851;1991;141100;-10.839;-74.424;33;5.1;20223006;POINT (-74.424 -10.839);-10.839,-74.424;Moderado;Superficial;Ucayali
4852;4852;1991;35359;-9.21;-77.21;27;4.5;20223006;POINT (-77.21 -9.21);-9.21,-77.21;Moderado;Superficial;Ancash
4854;4854;1991;84819;-15.501;-71.9;31;4.8;20223006;POINT (-71.9 -15.501);-15.501,-71.9;Moderado;Superficial;Arequipa
4855;4855;1991;45817;-11.16;-75.391;117;4.8;20223006;POINT (-75.391 -11.16);-11.16,-75.391;Moderado;Intermedia;Junin
4859;4859;1991;52900;-8.47;-76.32;117;4.9;20223006;POINT (-76.32 -8.47);-8.47,-76.32;Moderado;Intermedia;San Martin
4860;4860;1991;120247;-9.3;-75.87;137;4.6;20223006;POINT (-75.87 -9.3);-9.3,-75.87;Moderado;Intermedia;Huanuco
4861;4861;1991;81903;-11.28;-77.18;62;4.9;20223006;POINT (-77.18 -11.28);-11.28,-77.18;Moderado;Intermedia;Lima
4862;4862;1991;151149;-10.75;-74.97;19;4.5;20223006;POINT (-74.97 -10.75);-10.75,-74.97;Moderado;Superficial;Junin
4863;4863;1991;62006;-15.6;-74.27;86;4.5;20223006;POINT (-74.27 -15.6);-15.6,-74.27;Moderado;Intermedia;Arequipa
4864;4864;1991;121959;-5.57;-77.54;66;4.5;20223006;POINT (-77.54 -5.57);-5.57,-77.54;Moderado;Intermedia;San Martin
4865;4865;1991;132222;-7.615;-75.816;154;4.3;20223006;POINT (-75.816 -7.615);-7.615,-75.816;Moderado;Intermedia;Loreto
4867;4867;1991;45503;-13.85;-75.57;41;4.9;20223006;POINT (-75.57 -13.85);-13.85,-75.57;Moderado;Superficial;Ica
4868;4868;1991;84339;-3.173;-75.689;139;4.7;20223006;POINT (-75.689 -3.173);-3.173,-75.689;Moderado;Intermedia;Loreto
4870;4870;1991;45102;-11.54;-73.16;50;4.5;20223006;POINT (-73.16 -11.54);-11.54,-73.16;Moderado;Superficial;Cusco
4876;4876;1991;63342;-4.315;-81.248;33;4.8;20223006;POINT (-81.248 -4.315);-4.315,-81.248;Moderado;Superficial;Piura
4877;4877;1991;10157;-9.15;-77.42;14;5.0;20223006;POINT (-77.42 -9.15);-9.15,-77.42;Moderado;Superficial;Ancash
4878;4878;1991;235657;-9.02;-77.99;27;5.1;20223006;POINT (-77.99 -9.02);-9.02,-77.99;Moderado;Superficial;Ancash
4879;4879;1991;164931;-8.305;-74.41;123;4.5;20223006;POINT (-74.41 -8.305);-8.305,-74.41;Moderado;Intermedia;Ucayali
4881;4881;1992;134826;-7.29;-76.76;145;4.6;20223006;POINT (-76.76 -7.29);-7.29,-76.76;Moderado;Intermedia;San Martin
4885;4885;1992;91315;-15.66;-72.24;30;4.5;20223006;POINT (-72.24 -15.66);-15.66,-72.24;Moderado;Superficial;Arequipa
4888;4888;1992;212245;-13.07;-76.19;60;4.9;20223006;POINT (-76.19 -13.07);-13.07,-76.19;Moderado;Intermedia;Lima
4889;4889;1992;181325;-6.1;-77.36;144;4.5;20223006;POINT (-77.36 -6.1);-6.1,-77.36;Moderado;Intermedia;Amazonas
4891;4891;1992;32343;-6.45;-80.16;65;4.5;20223006;POINT (-80.16 -6.45);-6.45,-80.16;Moderado;Intermedia;Lambayeque
4892;4892;1992;55018;-12.46;-75.19;66;4.6;20223006;POINT (-75.19 -12.46);-12.46,-75.19;Moderado;Intermedia;Huancavelica
4893;4893;1992;124216;-14.62;-72.69;14;4.5;20223006;POINT (-72.69 -14.62);-14.62,-72.69;Moderado;Superficial;Apurimac
4894;4894;1992;65225;-14.44;-73.77;45;4.6;20223006;POINT (-73.77 -14.44);-14.44,-73.77;Moderado;Superficial;Ayacucho
4895;4895;1992;132446;-7.69;-75.3;165;4.8;20223006;POINT (-75.3 -7.69);-7.69,-75.3;Moderado;Intermedia;Loreto
4898;4898;1992;132738;-7.49;-76.65;142;4.5;20223006;POINT (-76.65 -7.49);-7.49,-76.65;Moderado;Intermedia;San Martin
4899;4899;1992;154853;-10.74;-74.48;23;4.9;20223006;POINT (-74.48 -10.74);-10.74,-74.48;Moderado;Superficial;Pasco
4900;4900;1992;55637;-10.75;-74.05;190;4.6;20223006;POINT (-74.05 -10.75);-10.75,-74.05;Moderado;Intermedia;Ucayali
4901;4901;1992;91528;-10.77;-73.58;161;4.5;20223006;POINT (-73.58 -10.77);-10.77,-73.58;Moderado;Intermedia;Ucayali
4902;4902;1992;172233;-15.66;-71.81;15;5.3;20223006;POINT (-71.81 -15.66);-15.66,-71.81;Moderado;Superficial;Arequipa
4903;4903;1992;185513;-15.96;-72.74;117;4.6;20223006;POINT (-72.74 -15.96);-15.96,-72.74;Moderado;Intermedia;Arequipa
4904;4904;1992;191151;-16.41;-70.14;97;4.9;20223006;POINT (-70.14 -16.41);-16.41,-70.14;Moderado;Intermedia;Puno
4905;4905;1992;194102;-12.51;-75.21;52;4.8;20223006;POINT (-75.21 -12.51);-12.51,-75.21;Moderado;Superficial;Huancavelica
4906;4906;1992;42245;-8.71;-74.54;155;4.8;20223006;POINT (-74.54 -8.71);-8.71,-74.54;Moderado;Intermedia;Huanuco
4908;4908;1992;231835;-9.9;-77.7;45;4.9;20223006;POINT (-77.7 -9.9);-9.9,-77.7;Moderado;Superficial;Ancash
4909;4909;1992;22934;-7.0;-75.6;152;4.5;20223006;POINT (-75.6 -7);-7.0,-75.6;Moderado;Intermedia;Loreto
4911;4911;1992;94257;-3.563;-77.546;84;4.6;20223006;POINT (-77.546 -3.563);-3.563,-77.546;Moderado;Intermedia;Loreto
4914;4914;1992;214547;-17.02;-71.28;97;4.5;20223006;POINT (-71.28 -17.02);-17.02,-71.28;Moderado;Intermedia;Moquegua
4916;4916;1992;232659;-7.98;-78.99;10;4.7;20223006;POINT (-78.99 -7.98);-7.98,-78.99;Moderado;Superficial;La Libertad
4917;4917;1992;85641;-9.85;-73.05;162;4.7;20223006;POINT (-73.05 -9.85);-9.85,-73.05;Moderado;Intermedia;Ucayali
4919;4919;1992;213145;-6.7;-76.17;144;4.7;20223006;POINT (-76.17 -6.7);-6.7,-76.17;Moderado;Intermedia;San Martin
4921;4921;1992;94846;-14.42;-75.59;31;4.6;20223006;POINT (-75.59 -14.42);-14.42,-75.59;Moderado;Superficial;Ica
4922;4922;1992;200119;-13.92;-75.93;80;4.5;20223006;POINT (-75.93 -13.92);-13.92,-75.93;Moderado;Intermedia;Ica
4926;4926;1992;162807;-15.42;-74.65;33;4.6;20223006;POINT (-74.65 -15.42);-15.42,-74.65;Moderado;Superficial;Arequipa
4927;4927;1992;215644;-12.82;-74.7;51;5.1;20223006;POINT (-74.7 -12.82);-12.82,-74.7;Moderado;Superficial;Huancavelica
4929;4929;1992;11909;-12.6;-76.64;25;4.6;20223006;POINT (-76.64 -12.6);-12.6,-76.64;Moderado;Superficial;Lima
4931;4931;1992;55523;-13.79;-71.26;164;4.6;20223006;POINT (-71.26 -13.79);-13.79,-71.26;Moderado;Intermedia;Cusco
